customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5888-C6E45E,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.26,727.1,No
5889-A52F75,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,65.22,1168.46,No
5890-345F47,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.61,682.67,No
5891-185831,Female,1,Yes,Yes,62,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.75,1547.62,Yes
5892-0D8D8A,Female,0,No,No,34,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.69,2065.22,Yes
5893-0F9FCD,Female,0,No,Yes,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.97,205.74,No
5894-E872F0,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,70.8,794.53,No
5895-6A2BE4,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),46.41,1088.39,No
5896-BB769F,Male,0,Yes,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,34.68,787.22,No
5897-668C7E,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.61,138.57,No
5898-5EB8CD,Male,0,Yes,No,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.84,301.27,No
5899-CB36A9,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),65.57,1369.89,No
5900-00EC46,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),87.0,1113.38,No
5901-0EDEE5,Male,1,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.49,599.36,No
5902-9B8E8B,Male,0,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.6,514.92,No
5903-5CFAAD,Male,0,Yes,Yes,18,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),27.73,507.82,No
5904-B9768C,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,66.53,4527.4,No
5905-8816BB,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.4,234.94,No
5906-5FB17B,Female,0,Yes,No,5,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,27.59,147.22,Yes
5907-8E64C0,Female,0,No,No,19,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.57,1508.91,No
5908-B8D4E6,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.94,148.9,Yes
5909-CB061F,Male,0,Yes,No,0,No,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,42.23,0.0,No
5910-2A2D0A,Male,0,Yes,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.0,77.77,Yes
5911-633D78,Male,1,No,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,65.07,688.67,Yes
5912-21C479,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.94,1437.78,No
5913-98CD27,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.8,2596.1,No
5914-271111,Female,0,Yes,No,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04,88.66,Yes
5915-8CC8E2,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.04,272.9,No
5916-3D97F6,Female,0,No,No,10,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.29,460.69,No
5917-0CEA08,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.81,0.0,No
5918-4B56FA,Female,0,Yes,No,4,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),45.05,178.5,Yes
5919-FEBF71,Male,0,No,Yes,13,No,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),32.69,415.84,No
5920-626455,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,44.11,346.69,Yes
5921-655A87,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,57.13,2086.54,No
5922-EC6AD2,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.0,3139.58,Yes
5923-C14C3E,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),87.66,1839.24,Yes
5924-432214,Female,0,Yes,Yes,9,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),60.06,546.58,No
5925-D2659A,Female,1,Yes,No,31,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.35,556.57,Yes
5926-104669,Female,0,Yes,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.17,138.55,No
5927-194954,Female,1,Yes,Yes,20,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),43.83,875.13,No
5928-F2F914,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.82,303.57,Yes
5929-1DF737,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.73,2572.35,Yes
5930-8B4343,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.64,5339.97,No
5931-D0C680,Male,0,Yes,No,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.68,151.61,No
5932-E5473D,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.21,529.2,No
5933-E83FAD,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,80.73,1544.77,No
5934-CEFB5E,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.43,1052.4,Yes
5935-84C5A8,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,61.31,173.93,No
5936-4EB02B,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,63.43,1537.74,No
5937-52BD90,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),69.35,2222.8,No
5938-7B7D60,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.53,140.06,Yes
5939-292E05,Male,0,Yes,No,47,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),75.94,3551.13,Yes
5940-37E367,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.26,1567.23,No
5941-994270,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.26,2354.75,No
5942-0E4C83,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.97,85.1,No
5943-A92498,Female,1,No,No,45,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),31.7,1435.29,Yes
5944-5627E7,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.04,763.7,Yes
5945-1BD242,Female,1,No,Yes,72,No,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),26.44,1888.85,No
5946-FC7B19,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.43,89.71,No
5947-DAAFED,Female,0,Yes,No,20,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),54.4,1095.15,No
5948-0DF811,Female,0,No,Yes,1,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,66.31,63.23,No
5949-38EE67,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,85.64,2469.61,Yes
5950-B96D96,Female,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.76,395.07,No
5951-9BD7D3,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.55,1112.48,Yes
5952-E4921E,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.75,2815.91,No
5953-F9C806,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.7,488.85,No
5954-91B41B,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.31,335.74,Yes
5955-9AB93D,Female,1,Yes,No,26,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.32,499.08,Yes
5956-8E5CCC,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,45.07,83.1,No
5957-64D6D8,Male,0,No,No,36,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,56.88,2027.3,No
5958-AAF4B2,Male,0,Yes,Yes,7,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.86,403.69,No
5959-A8C6FE,Female,0,No,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,61.48,1675.48,No
5960-8F9D1D,Male,0,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.04,986.15,No
5961-56DDD9,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,55.91,173.96,Yes
5962-7B3507,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.9,1790.21,Yes
5963-4DFD14,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.62,254.6,No
5964-6316AF,Male,0,Yes,Yes,57,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.35,5257.75,Yes
5965-C07EAE,Male,1,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),51.65,1581.64,No
5966-B3146E,Female,0,Yes,No,8,No,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,44.38,359.45,No
5967-4D3543,Male,0,No,Yes,22,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.3,510.59,Yes
5968-6DDE84,Female,0,No,No,27,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.09,1634.25,Yes
5969-D74385,Female,0,Yes,No,28,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.5,842.25,No
5970-E4EB55,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.08,145.41,No
5971-9D2E39,Male,1,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.89,985.56,No
5972-960127,Male,0,No,No,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.74,328.71,No
5973-83F4C5,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,77.23,2631.17,No
5974-41A443,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.34,4828.7,Yes
5975-D3C7FE,Male,1,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.63,893.78,Yes
5976-61FA81,Female,0,No,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),26.98,258.0,Yes
5977-BEB7A4,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),58.8,431.62,No
5978-6C19DB,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.46,238.29,Yes
5979-BFF49C,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,45.96,1745.0,Yes
5980-FF92A5,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),69.62,367.8,Yes
5981-C81FDE,Female,0,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.08,731.96,Yes
5982-1F46FA,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.59,1786.24,Yes
5983-273738,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.58,0.0,Yes
5984-BC1F8E,Male,0,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,182.4,No
5985-13C88C,Male,0,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.19,1117.31,No
5986-50FE56,Male,0,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,37.77,221.56,No
5987-CAF31B,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,55.86,2110.64,No
5988-CF8E3D,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.57,604.58,Yes
5989-E5F604,Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,22.09,369.75,Yes
5990-A37993,Female,0,No,No,0,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),31.38,0.0,No
5991-4665D1,Female,0,No,Yes,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.61,661.3,Yes
5992-910D31,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.54,153.78,No
5993-A6F6B0,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,72.66,1303.25,No
5994-2F2BCE,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.25,241.13,No
5995-D7D24D,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,68.9,1817.9,No
5996-E429C4,Male,1,No,Yes,16,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),83.59,1316.28,Yes
5997-2FD1A2,Female,1,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.82,1696.98,No
5998-FD8623,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),51.93,906.49,Yes
5999-D759FC,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.9,681.93,Yes
6000-7E14A1,Male,0,No,No,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.17,116.17,No
6001-DC19A2,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,70.9,53.11,Yes
6002-CBA597,Male,0,No,No,29,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.0,1835.84,Yes
6003-8C66A4,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.27,110.22,Yes
6004-6B42EE,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,55.99,75.24,No
6005-83B546,Male,0,Yes,No,18,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),37.47,682.25,No
6006-D31069,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),79.38,0.0,No
6007-831F0E,Male,1,No,No,31,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),35.64,1095.21,No
6008-8396CC,Male,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.46,810.37,No
6009-F9CA26,Male,0,Yes,Yes,28,No,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,18.0,509.06,No
6010-11BEAA,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),44.02,405.23,No
6011-D06924,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),82.46,566.05,Yes
6012-FD18B8,Female,1,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),78.88,1375.27,Yes
6013-045643,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,85.39,1974.47,Yes
6014-0E35E3,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.74,125.64,Yes
6015-7DF1A1,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,54.01,257.65,Yes
6016-55EBD0,Female,1,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.88,1251.57,Yes
6017-D2AA36,Female,1,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.43,364.72,Yes
6018-A42705,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.64,1966.95,No
6019-944578,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),73.03,1478.58,No
6020-D65EB8,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,52.64,238.83,No
6021-719151,Male,0,No,No,29,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),61.47,1771.77,Yes
6022-BA485D,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),40.78,697.3,No
6023-FA256B,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,58.26,1130.67,No
6024-8CB0FD,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),80.72,3665.22,No
6025-36FE5A,Male,1,Yes,No,2,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.75,126.4,Yes
6026-04F99A,Male,0,Yes,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,34.61,129.86,Yes
6027-7233F3,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,56.29,552.01,Yes
6028-063517,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.82,42.11,No
6029-2B7010,Male,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,55.73,230.18,Yes
6030-6909C6,Male,0,No,No,49,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,66.72,3268.87,No
6031-557A42,Male,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.02,227.56,No
6032-78A0DB,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,92.1,3969.71,No
6033-1DDDFD,Female,0,No,No,21,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.72,1962.4,Yes
6034-90A2B4,Female,1,Yes,Yes,30,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),47.38,1435.14,No
6035-5BF9D0,Male,0,No,Yes,13,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),25.84,328.38,No
6036-DF488F,Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),64.55,447.69,Yes
6037-BA4D64,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.0,164.83,No
6038-6F6D13,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.66,50.79,No
6039-21B003,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.1,2152.28,Yes
6040-CC5456,Female,0,Yes,No,13,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.0,702.03,Yes
6041-224CDA,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.05,1430.72,Yes
6042-9C86BD,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),82.24,995.29,Yes
6043-F07911,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,68.49,4847.06,No
6044-99323C,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.79,138.64,No
6045-B38D4A,Male,0,Yes,No,41,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,60.26,2462.79,No
6046-36AB99,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.46,0.0,No
6047-BF28DB,Female,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.31,464.61,Yes
6048-26B5F6,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,63.54,1855.87,No
6049-9BF33B,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.51,318.24,Yes
6050-1CB591,Female,1,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.84,299.38,Yes
6051-2A2F79,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),76.15,307.84,No
6052-1238B4,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.93,353.45,Yes
6053-EAB874,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),55.48,2055.67,No
6054-5C66CE,Female,1,No,No,28,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,69.01,1936.76,No
6055-0B2FBD,Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),81.27,774.13,No
6056-4C57B8,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.23,0.0,Yes
6057-D73CA5,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.06,2850.9,No
6058-02622B,Female,0,No,No,4,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,41.12,179.93,Yes
6059-BF05CF,Male,0,Yes,No,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),41.86,1491.07,Yes
6060-CABF2B,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),22.8,90.33,No
6061-999B14,Male,0,No,Yes,33,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Credit card (automatic),29.67,993.02,No
6062-DA36CC,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.61,212.7,Yes
6063-D2E9A0,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.74,1800.04,Yes
6064-EC730A,Male,0,Yes,No,32,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.14,772.55,No
6065-48164A,Male,1,No,No,1,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.19,62.2,No
6066-07657F,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),67.87,1720.36,No
6067-A9B458,Male,0,No,Yes,4,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.61,242.79,Yes
6068-5BFCA4,Male,1,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.71,0.0,No
6069-71A7D9,Female,0,No,No,39,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.52,1227.36,No
6070-A80479,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.37,3923.8,Yes
6071-0F66B1,Female,0,No,Yes,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.89,1989.41,Yes
6072-CE8EED,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.81,2761.06,Yes
